traveller_id,POI_o,POI_d,lat_o,lng_o,lat_d,lng_d,css_o,css_d
t699,269,134,55.67851289999999,12.5030842,55.6538288,12.5668578,CS33,CS44
t700,274,35,55.678912,12.5083979,55.71207159999999,12.5608513,CS33,CS67
t701,266,226,55.6792506,12.5126864,55.6915434,12.5533408,CS33,CS57
t702,264,373,55.67884850000001,12.5053725,55.673821,12.596963,CS33,CS17
t703,266,189,55.6792506,12.5126864,55.6744995,12.5746442,CS33,CS20
t704,265,316,55.68232,12.50512,55.6680754,12.5971848,CS33,CS5
t705,272,70,55.678501,12.50297,55.6880664,12.5605113,CS33,CS55
t706,270,130,55.6786004,12.4983089,55.64652109999999,12.5515828,CS33,CS77
t707,267,481,55.6816963,12.5106369,55.67015290000001,12.5861693,CS33,CS48
t708,269,239,55.67851289999999,12.5030842,55.678683,12.5336551,CS33,CS31
t709,271,291,55.678734,12.5101649,55.67068200000001,12.5317477,CS33,CS35
t710,268,420,55.67856769999999,12.5050008,55.65820480000001,12.6081781,CS33,CS7
t711,270,40,55.6786004,12.4983089,55.70307010000001,12.5477824,CS33,CS54
t712,275,227,55.67891789999999,12.5085983,55.6815622,12.6035183,CS33,CS16
t713,271,175,55.678734,12.5101649,55.68436639999999,12.5358129,CS33,CS29
t714,269,121,55.67851289999999,12.5030842,55.6663027,12.5182617,CS33,CS79
t715,264,277,55.67884850000001,12.5053725,55.6695374,12.5242031,CS33,CS34
t716,268,308,55.67856769999999,12.5050008,55.6900178,12.5751697,CS33,CS71
t717,280,50,55.67087910000001,12.5321135,55.6422753,12.6158552,CS34,CS3
t718,278,358,55.6698229,12.5310423,55.7049953,12.5784127,CS34,CS72
t719,278,78,55.6698229,12.5310423,55.71401419999999,12.5401313,CS34,CS11
t720,278,244,55.6698229,12.5310423,55.7014557,12.5528088,CS34,CS58
t721,280,19,55.67087910000001,12.5321135,55.6651719,12.5994568,CS34,CS0
t722,279,371,55.666557,12.5322045,55.69270299999999,12.499786,CS34,CS90
t723,277,394,55.6695374,12.5242031,55.6835348,12.536428,CS34,CS38
t724,278,77,55.6698229,12.5310423,55.6707018,12.5355054,CS34,CS26
t725,280,194,55.67087910000001,12.5321135,55.6765485,12.5782685,CS34,CS20
t726,278,342,55.6698229,12.5310423,55.68232,12.50512,CS34,CS37
t727,278,386,55.6698229,12.5310423,55.69082179999999,12.5601599,CS34,CS60
t728,278,207,55.6698229,12.5310423,55.6695374,12.5242031,CS34,CS81
t729,279,105,55.666557,12.5322045,55.6934699,12.5343261,CS34,CS56
t730,277,84,55.6695374,12.5242031,55.6508858,12.5362459,CS34,CS76
t731,279,132,55.666557,12.5322045,55.6469268,12.5498916,CS34,CS77
t732,278,159,55.6698229,12.5310423,55.672313,12.548064,CS34,CS27
t733,278,114,55.6698229,12.5310423,55.6661265,12.5125273,CS34,CS79
t734,277,174,55.6695374,12.5242031,55.6803695,12.5307427,CS34,CS29
t735,295,324,55.6711053,12.5457392,55.6977797,12.5795082,CS35,CS40
t736,297,176,55.6732808,12.545105,55.67878700000001,12.5313736,CS35,CS29
t737,290,364,55.6724893,12.5313663,55.685227,12.58676,CS35,CS23
t738,295,161,55.6711053,12.5457392,55.67483559999999,12.548877,CS35,CS27
t739,292,85,55.6714803,12.531117,55.64977049999999,12.5349166,CS35,CS76
t740,291,217,55.67068200000001,12.5317477,55.6944184,12.5088552,CS35,CS13
t741,294,226,55.67451390000001,12.5320843,55.6915434,12.5533408,CS35,CS57
t742,294,57,55.67451390000001,12.5320843,55.6309263,12.5779851,CS35,CS63
t743,293,456,55.67162899999999,12.546236,55.712124,12.572139,CS35,CS74
t744,295,153,55.6711053,12.5457392,55.65349,12.6190323,CS35,CS4
t745,296,483,55.67472230000001,12.5308566,55.6554171,12.491024,CS35,CS87
t746,297,242,55.6732808,12.545105,55.67983100000001,12.592508,CS35,CS21
t747,291,458,55.67068200000001,12.5317477,55.67290939999999,12.5593586,CS35,CS97
t748,296,87,55.67472230000001,12.5308566,55.68060519999999,12.5846997,CS35,CS19
t749,291,284,55.67068200000001,12.5317477,55.7128152,12.5778425,CS35,CS70
t750,294,319,55.67451390000001,12.5320843,55.6763127,12.5702264,CS35,CS22
t751,294,375,55.67451390000001,12.5320843,55.6719075,12.5927255,CS35,CS17
t752,295,261,55.6711053,12.5457392,55.6537283,12.5671434,CS35,CS46
t753,294,304,55.67451390000001,12.5320843,55.68668959999999,12.5403569,CS35,CS36
t754,290,420,55.6724893,12.5313663,55.65820480000001,12.6081781,CS35,CS7
t755,293,250,55.67162899999999,12.546236,55.6780456,12.5351026,CS35,CS32
t756,297,18,55.6732808,12.545105,55.6626962,12.6053507,CS35,CS0
t757,296,130,55.67472230000001,12.5308566,55.64652109999999,12.5515828,CS35,CS77
t758,294,466,55.67451390000001,12.5320843,55.67327160000001,12.4865587,CS35,CS85
t759,292,42,55.6714803,12.531117,55.6988983,12.5543032,CS35,CS54
t760,291,78,55.67068200000001,12.5317477,55.71401419999999,12.5401313,CS35,CS11
t761,303,38,55.6860563,12.5349193,55.7108233,12.5622378,CS36,CS67
t762,301,70,55.6857427,12.5376728,55.6880664,12.5605113,CS36,CS55
t763,300,53,55.68689750000001,12.5312586,55.66994820000001,12.5455333,CS36,CS92
t764,304,377,55.68668959999999,12.5403569,55.67242719999999,12.590134,CS36,CS17
t765,304,83,55.68668959999999,12.5403569,55.6483339,12.5338962,CS36,CS76
t766,304,275,55.68668959999999,12.5403569,55.67891789999999,12.5085983,CS36,CS33
t767,298,99,55.6871305,12.5301475,55.6794028,12.5805661,CS36,CS19
t768,301,73,55.6857427,12.5376728,55.67068200000001,12.5317477,CS36,CS26
t769,298,226,55.6871305,12.5301475,55.6915434,12.5533408,CS36,CS57
t770,301,50,55.6857427,12.5376728,55.6422753,12.6158552,CS36,CS3
t771,304,400,55.68668959999999,12.5403569,55.6918337,12.4829461,CS36,CS91
t772,299,471,55.6869945,12.5308264,55.66334089999999,12.5156439,CS36,CS86
t773,299,337,55.6869945,12.5308264,55.7108917,12.5961037,CS36,CS50
t774,305,193,55.68603299999999,12.5298425,55.67438319999999,12.5768164,CS36,CS20
t775,300,367,55.68689750000001,12.5312586,55.6872833,12.5907578,CS36,CS23
t776,300,21,55.68689750000001,12.5312586,55.66430630000001,12.6020437,CS36,CS0
t777,305,324,55.68603299999999,12.5298425,55.6977797,12.5795082,CS36,CS40
t778,299,464,55.6869945,12.5308264,55.6846973,12.5661557,CS36,CS25
t779,301,241,55.6857427,12.5376728,55.6812469,12.5917406,CS36,CS21
t780,302,472,55.6858692,12.5341335,55.70101220000001,12.5465434,CS36,CS62
t781,298,42,55.6871305,12.5301475,55.6988983,12.5543032,CS36,CS54
t782,298,237,55.6871305,12.5301475,55.6780456,12.5351026,CS36,CS31
t783,298,172,55.6871305,12.5301475,55.6855126,12.5000493,CS36,CS28
t784,302,156,55.6858692,12.5341335,55.67162899999999,12.546236,CS36,CS27
t785,300,319,55.68689750000001,12.5312586,55.6763127,12.5702264,CS36,CS22
t786,300,150,55.68689750000001,12.5312586,55.65443579999999,12.6109197,CS36,CS4
t787,343,399,55.6782474,12.4969149,55.6925199,12.4841725,CS37,CS91
t788,346,170,55.67851289999999,12.5030842,55.7309907,12.5652784,CS37,CS41
t789,348,189,55.6785728,12.5064236,55.6744995,12.5746442,CS37,CS20
t790,342,490,55.68232,12.50512,55.69516950000001,12.5118824,CS37,CS53
t791,348,222,55.6785728,12.5064236,55.69015229999999,12.5604372,CS37,CS57
t792,345,57,55.67856769999999,12.5050008,55.6309263,12.5779851,CS37,CS63
t793,342,184,55.68232,12.50512,55.7151574,12.5316417,CS37,CS12
t794,342,127,55.68232,12.50512,55.69837679999999,12.5938814,CS37,CS69
t795,343,156,55.6782474,12.4969149,55.67162899999999,12.546236,CS37,CS27
t796,344,281,55.6786004,12.4983089,55.7142201,12.5772508,CS37,CS70
t797,343,445,55.6782474,12.4969149,55.7089821,12.5582244,CS37,CS73
t798,347,334,55.678501,12.50297,55.6979219,12.5784037,CS37,CS40
t799,340,388,55.6782474,12.4969149,55.6681772,12.5494579,CS37,CS95
t800,346,467,55.67851289999999,12.5030842,55.672953,12.483257,CS37,CS85
t801,345,68,55.67856769999999,12.5050008,55.685498,12.56654,CS37,CS55
t802,342,107,55.68232,12.50512,55.706322,12.5342258,CS37,CS52
t803,344,4,55.6786004,12.4983089,55.6989131,12.5873494,CS37,CS65
t804,345,257,55.67856769999999,12.5050008,55.6830532,12.4835702,CS37,CS89
t805,348,150,55.6785728,12.5064236,55.65443579999999,12.6109197,CS37,CS4
t806,342,229,55.68232,12.50512,55.6794741,12.6052664,CS37,CS16
t807,340,289,55.6782474,12.4969149,55.7057935,12.4918397,CS37,CS14
t808,342,274,55.68232,12.50512,55.678912,12.5083979,CS37,CS33
t809,340,479,55.6782474,12.4969149,55.7065462,12.5851694,CS37,CS75
t810,342,239,55.68232,12.50512,55.678683,12.5336551,CS37,CS31
t811,342,438,55.68232,12.50512,55.72596209999999,12.579064,CS37,CS42
t812,345,87,55.67856769999999,12.5050008,55.68060519999999,12.5846997,CS37,CS19
t813,346,486,55.67851289999999,12.5030842,55.656097,12.4854309,CS37,CS87
t814,344,455,55.6786004,12.4983089,55.7131178,12.5737109,CS37,CS74
t815,395,297,55.6855334,12.5384694,55.6732808,12.545105,CS38,CS35
t816,397,204,55.6855695,12.5369279,55.6658161,12.5137475,CS38,CS81
t817,395,398,55.6855334,12.5384694,55.6927641,12.4818742,CS38,CS91
t818,394,148,55.6835348,12.536428,55.61842859999999,12.5721577,CS38,CS64
t819,395,245,55.6855334,12.5384694,55.7041528,12.5494912,CS38,CS58
t820,397,67,55.6855695,12.5369279,55.6901306,12.5637778,CS38,CS55
t821,394,191,55.6835348,12.536428,55.6743505,12.5724863,CS38,CS20
t822,396,74,55.68255380000001,12.5357627,55.6714803,12.531117,CS38,CS26
t823,394,433,55.6835348,12.536428,55.6615908,12.631574,CS38,CS8
t824,394,159,55.6835348,12.536428,55.672313,12.548064,CS38,CS27
t825,395,412,55.6855334,12.5384694,55.67844539999999,12.5172175,CS38,CS39
t826,397,442,55.6855695,12.5369279,55.7297478,12.5755777,CS38,CS42
t827,394,405,55.6835348,12.536428,55.665722,12.580919,CS38,CS47
t828,393,13,55.6848569,12.5378295,55.70045789999999,12.5387493,CS38,CS51
t829,394,170,55.6835348,12.536428,55.7309907,12.5652784,CS38,CS41
t830,395,64,55.6855334,12.5384694,55.6302359,12.577427,CS38,CS63
t831,395,137,55.6855334,12.5384694,55.6576191,12.566949,CS38,CS44
t832,397,129,55.6855695,12.5369279,55.6468795,12.549825,CS38,CS77
t833,395,388,55.6855334,12.5384694,55.6681772,12.5494579,CS38,CS95
t834,393,314,55.6848569,12.5378295,55.66506949999999,12.5114701,CS38,CS83
t835,415,336,55.6782677,12.5211884,55.713568,12.5927798,CS39,CS50
t836,414,457,55.6815887,12.5219717,55.7130021,12.5686997,CS39,CS74
t837,416,133,55.6802819,12.5220389,55.64726630000001,12.5504942,CS39,CS77
t838,419,289,55.68176130000001,12.5224879,55.7057935,12.4918397,CS39,CS14
t839,412,68,55.67844539999999,12.5172175,55.685498,12.56654,CS39,CS55
t840,417,403,55.68157950000001,12.5193161,55.66721880000001,12.5839247,CS39,CS47
t841,412,170,55.67844539999999,12.5172175,55.7309907,12.5652784,CS39,CS41
t842,412,440,55.67844539999999,12.5172175,55.7308866,12.5763823,CS39,CS42
t843,417,245,55.68157950000001,12.5193161,55.7041528,12.5494912,CS39,CS58
t844,417,141,55.68157950000001,12.5193161,55.6892223,12.4915083,CS39,CS88
t845,416,85,55.6802819,12.5220389,55.64977049999999,12.5349166,CS39,CS76
t846,419,398,55.68176130000001,12.5224879,55.6927641,12.4818742,CS39,CS91
t847,418,348,55.6792713,12.5252464,55.6785728,12.5064236,CS39,CS37
t848,413,219,55.68026529999999,12.521601,55.6915781,12.5584743,CS39,CS57
t849,417,463,55.68157950000001,12.5193161,55.6847036,12.5667449,CS39,CS25
t850,419,42,55.68176130000001,12.5224879,55.6988983,12.5543032,CS39,CS54
t851,418,201,55.6792713,12.5252464,55.6661008,12.5122328,CS39,CS81
t852,414,154,55.6815887,12.5219717,55.6574468,12.6163924,CS39,CS4
t853,412,124,55.67844539999999,12.5172175,55.6542831,12.5168315,CS39,CS80
t854,419,31,55.68176130000001,12.5224879,55.7013069,12.5805235,CS39,CS66
t855,415,172,55.6782677,12.5211884,55.6855126,12.5000493,CS39,CS28
t856,413,3,55.68026529999999,12.521601,55.6643248,12.5805269,CS39,CS43
t857,415,120,55.6782677,12.5211884,55.6665697,12.5217594,CS39,CS79
t858,416,12,55.6802819,12.5220389,55.70158759999999,12.535414,CS39,CS51
t859,416,379,55.6802819,12.5220389,55.6728308,12.6002744,CS39,CS17
t860,417,330,55.68157950000001,12.5193161,55.6999531,12.5779993,CS39,CS40
t861,331,302,55.6986565,12.5761243,55.6858692,12.5341335,CS40,CS36
t862,334,318,55.6979219,12.5784037,55.66731919999999,12.5978964,CS40,CS5
t863,333,449,55.7019951,12.5845281,55.71207159999999,12.5608513,CS40,CS73
t864,332,166,55.7017117,12.5816984,55.6711053,12.5457392,CS40,CS27
t865,329,414,55.69825609999999,12.5755593,55.6815887,12.5219717,CS40,CS39
t866,326,180,55.6989098,12.5792272,55.682021,12.532044,CS40,CS29
t867,335,404,55.7014063,12.5806312,55.66695900000001,12.576411,CS40,CS47
t868,331,221,55.6986565,12.5761243,55.6957586,12.5502119,CS40,CS57
t869,333,355,55.7019951,12.5845281,55.7050463,12.5768993,CS40,CS72
t870,327,57,55.6976212,12.5779878,55.6309263,12.5779851,CS40,CS63
t871,324,424,55.6977797,12.5795082,55.6677099,12.5487095,CS40,CS96
t872,334,69,55.6979219,12.5784037,55.68446949999999,12.566041,CS40,CS55
t873,332,82,55.7017117,12.5816984,55.6510082,12.5370365,CS40,CS76
t874,332,7,55.7017117,12.5816984,55.6957408,12.579571,CS40,CS65
t875,325,44,55.6997787,12.5772358,55.663417,12.613829,CS40,CS2
t876,324,486,55.6977797,12.5795082,55.656097,12.4854309,CS40,CS87
t877,333,287,55.7019951,12.5845281,55.70518560000001,12.4953649,CS40,CS14
t878,324,119,55.6977797,12.5795082,55.66907380000001,12.5169694,CS40,CS79
t879,324,192,55.6977797,12.5795082,55.6722883,12.5789266,CS40,CS20
t880,335,101,55.7014063,12.5806312,55.68327009999999,12.5887971,CS40,CS19
t881,334,475,55.6979219,12.5784037,55.70307010000001,12.5477824,CS40,CS62
t882,326,276,55.6989098,12.5792272,55.66577729999999,12.5661667,CS40,CS93
t883,325,261,55.6997787,12.5772358,55.6537283,12.5671434,CS40,CS46
t884,334,244,55.6979219,12.5784037,55.7014557,12.5528088,CS40,CS58
t885,330,310,55.6999531,12.5779993,55.6897378,12.5741199,CS40,CS71
t886,326,350,55.6989098,12.5792272,55.68907400000001,12.5646049,CS40,CS59
t887,327,271,55.6976212,12.5779878,55.678734,12.5101649,CS40,CS33
t888,333,23,55.7019951,12.5845281,55.6642893,12.6028591,CS40,CS0
t889,333,236,55.7019951,12.5845281,55.70776840000001,12.5953873,CS40,CS49
t890,332,211,55.7017117,12.5816984,55.69017659999999,12.5168455,CS40,CS30
t891,324,227,55.6977797,12.5795082,55.6815622,12.6035183,CS40,CS16
t892,332,13,55.7017117,12.5816984,55.70045789999999,12.5387493,CS40,CS51
t893,324,429,55.6977797,12.5795082,55.6781016,12.5890488,CS40,CS18
t894,334,295,55.6979219,12.5784037,55.6711053,12.5457392,CS40,CS35
t895,169,464,55.7314453,12.5640662,55.6846973,12.5661557,CS41,CS25
t896,170,150,55.7309907,12.5652784,55.65443579999999,12.6109197,CS41,CS4
t897,168,477,55.7327301,12.5654868,55.702685,12.5505033,CS41,CS62
t898,170,286,55.7309907,12.5652784,55.70434069999999,12.4992374,CS41,CS14
t899,168,70,55.7327301,12.5654868,55.6880664,12.5605113,CS41,CS55
t900,168,189,55.7327301,12.5654868,55.6744995,12.5746442,CS41,CS20
t901,169,140,55.7314453,12.5640662,55.69077309999999,12.4880827,CS41,CS88
t902,169,348,55.7314453,12.5640662,55.6785728,12.5064236,CS41,CS37
t903,169,251,55.7314453,12.5640662,55.6839453,12.5257126,CS41,CS32
t904,170,166,55.7309907,12.5652784,55.6711053,12.5457392,CS41,CS27
t905,169,94,55.7314453,12.5640662,55.682497,12.5820955,CS41,CS19
t906,168,212,55.7327301,12.5654868,55.6933072,12.5116462,CS41,CS30
t907,170,440,55.7309907,12.5652784,55.7308866,12.5763823,CS41,CS42
t908,168,421,55.7327301,12.5654868,55.65991259999999,12.6117657,CS41,CS7
t909,168,284,55.7327301,12.5654868,55.7128152,12.5778425,CS41,CS70
t910,168,290,55.7327301,12.5654868,55.6724893,12.5313663,CS41,CS35
t911,441,268,55.7314468,12.5757327,55.67856769999999,12.5050008,CS42,CS33
t912,440,53,55.7308866,12.5763823,55.66994820000001,12.5455333,CS42,CS92
t913,438,36,55.72596209999999,12.579064,55.7105088,12.5610241,CS42,CS67
t914,443,68,55.7265944,12.577511,55.685498,12.56654,CS42,CS55
t915,444,430,55.7278078,12.5763158,55.6799765,12.5916691,CS42,CS18
t916,442,317,55.7297478,12.5755777,55.66597299999999,12.59799,CS42,CS5
t917,442,205,55.7297478,12.5755777,55.6610386,12.5190101,CS42,CS81
t918,439,5,55.7307904,12.5757642,55.699287,12.5895179,CS42,CS65
t919,443,27,55.7265944,12.577511,55.6400112,12.5990241,CS42,CS1
t920,439,392,55.7307904,12.5757642,55.6687241,12.5577011,CS42,CS95
t921,439,231,55.7307904,12.5757642,55.6479612,12.5275246,CS42,CS78
t922,442,241,55.7297478,12.5755777,55.6812469,12.5917406,CS42,CS21
t923,441,98,55.7314468,12.5757327,55.67877480000001,12.584143,CS42,CS19
t924,441,175,55.7314468,12.5757327,55.68436639999999,12.5358129,CS42,CS29
t925,440,402,55.7308866,12.5763823,55.6662723,12.5775785,CS42,CS47
t926,441,394,55.7314468,12.5757327,55.6835348,12.536428,CS42,CS38
t927,440,172,55.7308866,12.5763823,55.6855126,12.5000493,CS42,CS28
t928,439,105,55.7307904,12.5757642,55.6934699,12.5343261,CS42,CS56
t929,440,372,55.7308866,12.5763823,55.6755729,12.5931545,CS42,CS17
t930,439,1,55.7307904,12.5757642,55.6621059,12.5780241,CS42,CS43
t931,443,455,55.7265944,12.577511,55.7131178,12.5737109,CS42,CS74
t932,438,362,55.72596209999999,12.579064,55.6858274,12.5772687,CS42,CS23
t933,440,234,55.7308866,12.5763823,55.7083969,12.5980717,CS42,CS49
t934,444,226,55.7278078,12.5763158,55.6915434,12.5533408,CS42,CS57
t935,0,288,55.665722,12.580919,55.70490059999999,12.4949587,CS43,CS14
t936,2,105,55.6649085,12.577862,55.6934699,12.5343261,CS43,CS56
t937,3,228,55.6643248,12.5805269,55.6800576,12.6020544,CS43,CS16
t938,0,411,55.665722,12.580919,55.6834256,12.5870962,CS43,CS24
t939,3,237,55.6643248,12.5805269,55.6780456,12.5351026,CS43,CS31
t940,0,200,55.665722,12.580919,55.6661265,12.5125273,CS43,CS81
t941,1,473,55.6621059,12.5780241,55.6998665,12.5530057,CS43,CS62
t942,0,234,55.665722,12.580919,55.7083969,12.5980717,CS43,CS49
t943,1,44,55.6621059,12.5780241,55.663417,12.613829,CS43,CS2
t944,2,33,55.6649085,12.577862,55.7120052,12.5623788,CS43,CS67
t945,3,291,55.6643248,12.5805269,55.67068200000001,12.5317477,CS43,CS35
t946,2,455,55.6649085,12.577862,55.7131178,12.5737109,CS43,CS74
t947,2,72,55.6649085,12.577862,55.6724893,12.5313663,CS43,CS26
t948,1,318,55.6621059,12.5780241,55.66731919999999,12.5978964,CS43,CS5
t949,2,321,55.6649085,12.577862,55.6766618,12.5690495,CS43,CS22
t950,0,300,55.665722,12.580919,55.68689750000001,12.5312586,CS43,CS36
t951,3,214,55.6643248,12.5805269,55.6897063,12.5187439,CS43,CS30
t952,3,431,55.6643248,12.5805269,55.6604348,12.6198344,CS43,CS8
t953,138,119,55.6574129,12.5668156,55.66907380000001,12.5169694,CS44,CS79
t954,136,187,55.6577354,12.5674223,55.717112,12.5377588,CS44,CS12
t955,136,127,55.6577354,12.5674223,55.69837679999999,12.5938814,CS44,CS69
t956,134,275,55.6538288,12.5668578,55.67891789999999,12.5085983,CS44,CS33
t957,134,104,55.6538288,12.5668578,55.6935246,12.5337137,CS44,CS56
t958,135,290,55.6537283,12.5671434,55.6724893,12.5313663,CS44,CS35
t959,134,299,55.6538288,12.5668578,55.6869945,12.5308264,CS44,CS36
t960,138,146,55.6574129,12.5668156,55.66616940000001,12.5791072,CS44,CS45
t961,137,9,55.6576191,12.566949,55.69632989999999,12.5803367,CS44,CS65
t962,137,323,55.6576191,12.566949,55.6762535,12.5645094,CS44,CS94
t963,134,326,55.6538288,12.5668578,55.6989098,12.5792272,CS44,CS40
t964,138,342,55.6574129,12.5668156,55.68232,12.50512,CS44,CS37
t965,136,285,55.6577354,12.5674223,55.70682619999999,12.4906857,CS44,CS14
t966,135,320,55.6537283,12.5671434,55.6785921,12.5735765,CS44,CS22
t967,135,276,55.6537283,12.5671434,55.66577729999999,12.5661667,CS44,CS93
t968,136,398,55.6577354,12.5674223,55.6927641,12.4818742,CS44,CS91
t969,138,313,55.6574129,12.5668156,55.66505000000001,12.51226,CS44,CS83
t970,135,386,55.6537283,12.5671434,55.69082179999999,12.5601599,CS44,CS60
t971,137,241,55.6576191,12.566949,55.6812469,12.5917406,CS44,CS21
t972,138,243,55.6574129,12.5668156,55.702685,12.5505033,CS44,CS58
t973,136,306,55.6577354,12.5674223,55.70511709999999,12.5033817,CS44,CS15
t974,145,460,55.66695900000001,12.576411,55.672146,12.5619202,CS45,CS97
t975,144,235,55.66721880000001,12.5839247,55.7102123,12.592691,CS45,CS49
t976,146,166,55.66616940000001,12.5791072,55.6711053,12.5457392,CS45,CS27
t977,146,431,55.66616940000001,12.5791072,55.6604348,12.6198344,CS45,CS8
t978,146,419,55.66616940000001,12.5791072,55.68176130000001,12.5224879,CS45,CS39
t979,145,330,55.66695900000001,12.576411,55.6999531,12.5779993,CS45,CS40
t980,145,151,55.66695900000001,12.576411,55.6537616,12.6106535,CS45,CS4
t981,144,100,55.66721880000001,12.5839247,55.68262219999999,12.5861519,CS45,CS19
t982,145,288,55.66695900000001,12.576411,55.70490059999999,12.4949587,CS45,CS14
t983,144,222,55.66721880000001,12.5839247,55.69015229999999,12.5604372,CS45,CS57
t984,144,123,55.66721880000001,12.5839247,55.6535994,12.5201741,CS45,CS80
t985,146,385,55.66616940000001,12.5791072,55.6880664,12.5605113,CS45,CS60
t986,145,468,55.66695900000001,12.576411,55.67283259999999,12.5514548,CS45,CS98
t987,146,422,55.66616940000001,12.5791072,55.666579,12.546733,CS45,CS96
t988,145,6,55.66695900000001,12.576411,55.6995393,12.590553,CS45,CS65
t989,145,170,55.66695900000001,12.576411,55.7309907,12.5652784,CS45,CS41
t990,146,214,55.66616940000001,12.5791072,55.6897063,12.5187439,CS45,CS30
t991,263,450,55.6576191,12.566949,55.7105088,12.5610241,CS46,CS73
t992,259,244,55.6538288,12.5668578,55.7014557,12.5528088,CS46,CS58
t993,263,464,55.6576191,12.566949,55.6846973,12.5661557,CS46,CS25
t994,259,284,55.6538288,12.5668578,55.7128152,12.5778425,CS46,CS70
t995,260,211,55.66118119999999,12.5606224,55.69017659999999,12.5168455,CS46,CS30
t996,259,370,55.6538288,12.5668578,55.6944184,12.5088552,CS46,CS90
t997,260,154,55.66118119999999,12.5606224,55.6574468,12.6163924,CS46,CS4
t998,263,419,55.6576191,12.566949,55.68176130000001,12.5224879,CS46,CS39
t999,263,485,55.6576191,12.566949,55.655528,12.492582,CS46,CS87
t1000,259,327,55.6538288,12.5668578,55.6976212,12.5779878,CS46,CS40
t1001,262,134,55.6577354,12.5674223,55.6538288,12.5668578,CS46,CS44
t1002,260,436,55.66118119999999,12.5606224,55.6462823,12.5991918,CS46,CS9
t1003,262,341,55.6577354,12.5674223,55.67884850000001,12.5053725,CS46,CS37
t1004,260,125,55.66118119999999,12.5606224,55.6976982,12.5974618,CS46,CS69
t1005,259,206,55.6538288,12.5668578,55.6645666,12.510989,CS46,CS81
t1006,259,186,55.6538288,12.5668578,55.7151574,12.5316417,CS46,CS12
t1007,259,478,55.6538288,12.5668578,55.7053542,12.5884468,CS46,CS75
t1008,261,294,55.6537283,12.5671434,55.67451390000001,12.5320843,CS46,CS35
t1009,259,224,55.6538288,12.5668578,55.6894691,12.5581597,CS46,CS57
t1010,262,44,55.6577354,12.5674223,55.663417,12.613829,CS46,CS2
t1011,406,286,55.66616940000001,12.5791072,55.70434069999999,12.4992374,CS47,CS14
t1012,406,424,55.66616940000001,12.5791072,55.6677099,12.5487095,CS47,CS96
t1013,406,37,55.66616940000001,12.5791072,55.7126366,12.5613832,CS47,CS67
t1014,403,253,55.66721880000001,12.5839247,55.6805519,12.5336879,CS47,CS32
t1015,402,4,55.6662723,12.5775785,55.6989131,12.5873494,CS47,CS65
t1016,406,455,55.66616940000001,12.5791072,55.7131178,12.5737109,CS47,CS74
t1017,405,386,55.665722,12.580919,55.69082179999999,12.5601599,CS47,CS60
t1018,405,346,55.665722,12.580919,55.67851289999999,12.5030842,CS47,CS37
t1019,406,465,55.66616940000001,12.5791072,55.6785562,12.5691704,CS47,CS25
t1020,405,76,55.665722,12.580919,55.67451390000001,12.5320843,CS47,CS26
t1021,403,45,55.66721880000001,12.5839247,55.6596066,12.6101348,CS47,CS2
t1022,403,187,55.66721880000001,12.5839247,55.717112,12.5377588,CS47,CS12
t1023,402,174,55.6662723,12.5775785,55.6803695,12.5307427,CS47,CS29
t1024,402,349,55.6662723,12.5775785,55.6901224,12.5608252,CS47,CS59
t1025,402,214,55.6662723,12.5775785,55.6897063,12.5187439,CS47,CS30
t1026,402,88,55.6662723,12.5775785,55.6831332,12.5827597,CS47,CS19
t1027,404,141,55.66695900000001,12.576411,55.6892223,12.4915083,CS47,CS88
t1028,402,156,55.6662723,12.5775785,55.67162899999999,12.546236,CS47,CS27
t1029,404,276,55.66695900000001,12.576411,55.66577729999999,12.5661667,CS47,CS93
t1030,402,306,55.6662723,12.5775785,55.70511709999999,12.5033817,CS47,CS15
t1031,481,27,55.67015290000001,12.5861693,55.6400112,12.5990241,CS48,CS1
t1032,481,339,55.67015290000001,12.5861693,55.666562,12.506054,CS48,CS84
t1033,480,158,55.6705592,12.5817682,55.67403849999999,12.5497383,CS48,CS27
t1034,480,174,55.6705592,12.5817682,55.6803695,12.5307427,CS48,CS29
t1035,480,452,55.6705592,12.5817682,55.70876639999999,12.5604087,CS48,CS73
t1036,481,239,55.67015290000001,12.5861693,55.678683,12.5336551,CS48,CS31
t1037,480,202,55.6705592,12.5817682,55.6665095,12.5148662,CS48,CS81
t1038,480,412,55.6705592,12.5817682,55.67844539999999,12.5172175,CS48,CS39
t1039,481,232,55.67015290000001,12.5861693,55.70687590000001,12.5943886,CS48,CS49
t1040,480,264,55.6705592,12.5817682,55.67884850000001,12.5053725,CS48,CS33
t1041,480,288,55.6705592,12.5817682,55.70490059999999,12.4949587,CS48,CS14
t1042,481,376,55.67015290000001,12.5861693,55.6738489,12.5917462,CS48,CS17
t1043,481,32,55.67015290000001,12.5861693,55.7115856,12.5636817,CS48,CS67
t1044,480,1,55.6705592,12.5817682,55.6621059,12.5780241,CS48,CS43
t1045,235,182,55.7102123,12.592691,55.6864931,12.5342083,CS49,CS29
t1046,233,465,55.7072116,12.5923117,55.6785562,12.5691704,CS49,CS25
t1047,235,143,55.7102123,12.592691,55.69093549999999,12.4875513,CS49,CS88
t1048,233,339,55.7072116,12.5923117,55.666562,12.506054,CS49,CS84
